Date,High,Low,Open,Close,Volume,Adj Close
2014-01-02,61.619998931884766,60.380001068115234,60.380001068115234,61.20000076293945,6018200.0,58.10456085205078
2014-01-03,61.77000045776367,60.97999954223633,61.220001220703125,60.97999954223633,2697800.0,57.89568328857422
2014-01-06,61.33000183105469,59.56999969482422,61.220001220703125,59.61000061035156,4007800.0,56.5949821472168
2014-01-07,60.41999816894531,59.599998474121094,59.81999969482422,59.88999938964844,2584500.0,56.86081314086914
2014-01-08,60.060001373291016,59.279998779296875,59.880001068115234,59.70000076293945,4418700.0,56.68042755126953
2014-01-09,62.63999938964844,58.939998626708984,59.0099983215332,61.540000915527344,8043800.0,58.42736053466797
2014-01-10,62.93000030517578,60.83000183105469,61.41999816894531,62.869998931884766,6431600.0,59.690086364746094
2014-01-13,62.7599983215332,60.58000183105469,62.630001068115234,60.689998626708984,4163100.0,57.62034225463867
2014-01-14,61.709999084472656,60.38999938964844,60.959999084472656,61.59000015258789,2710000.0,58.47483825683594
2014-01-15,61.65999984741211,60.88999938964844,61.349998474121094,61.189998626708984,2681100.0,58.09506607055664
2014-01-16,61.5,60.31999969482422,61.220001220703125,60.56999969482422,2507300.0,57.50642395019531
2014-01-17,61.310001373291016,59.7599983215332,60.7599983215332,60.099998474121094,7995200.0,57.0601921081543
2014-01-21,60.40999984741211,58.52000045776367,60.18000030517578,58.66999816894531,4058300.0,55.7025260925293
2014-01-22,58.61000061035156,57.720001220703125,58.54999923706055,57.95000076293945,5386600.0,55.01894760131836
2014-01-23,57.9900016784668,57.31999969482422,57.959999084472656,57.59000015258789,2745200.0,54.67715072631836
2014-01-24,57.65999984741211,56.72999954223633,57.18000030517578,57.349998474121094,3700600.0,54.44929122924805
2014-01-27,58.029998779296875,56.95000076293945,57.54999923706055,57.5099983215332,3475100.0,54.60118865966797
2014-01-28,57.959999084472656,57.09000015258789,57.720001220703125,57.27000045776367,3308000.0,54.37334060668945
2014-01-29,57.369998931884766,56.56999969482422,56.869998931884766,56.619998931884766,3309800.0,53.75621032714844
2014-01-30,57.29999923706055,56.13999938964844,56.93000030517578,56.5,4563300.0,53.64227294921875
2014-01-31,56.720001220703125,55.08000183105469,55.91999816894531,56.31999969482422,5360100.0,53.471378326416016
2014-02-03,56.7400016784668,55.220001220703125,56.47999954223633,55.5099983215332,5905300.0,52.70235061645508
2014-02-04,56.18000030517578,55.20000076293945,55.529998779296875,55.790000915527344,3912800.0,52.96818923950195
2014-02-05,56.88999938964844,55.70000076293945,56.349998474121094,56.13999938964844,3762600.0,53.30048370361328
2014-02-06,57.650001525878906,56.16999816894531,56.25,57.2400016784668,2990100.0,54.34485626220703
2014-02-07,57.93000030517578,57.04999923706055,57.459999084472656,57.099998474121094,3192800.0,54.21192932128906
2014-02-10,57.9900016784668,56.369998931884766,57.20000076293945,56.65999984741211,3372200.0,53.794189453125
2014-02-11,57.290000915527344,56.56999969482422,56.56999969482422,56.70000076293945,3755300.0,53.83216094970703
2014-02-12,57.20000076293945,56.08000183105469,56.86000061035156,56.27000045776367,3577100.0,53.423912048339844
2014-02-13,56.40999984741211,55.5,56.08000183105469,55.90999984741211,3766700.0,53.08211898803711
2014-02-14,57.41999816894531,56.04999923706055,56.11000061035156,57.2599983215332,3642100.0,54.36383819580078
2014-02-18,58.45000076293945,57.5,57.5,58.02000045776367,3394700.0,55.085391998291016
2014-02-19,57.869998931884766,56.81999969482422,57.27000045776367,57.439998626708984,3730800.0,54.53473663330078
