,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,AGN,ADS,LNT,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANSS,ANTM,AON,AOS,APA,AIV,AAPL,AMAT,APTV,ADM,ARNC,ANET,AJG,AIZ,T,ADSK,ADP,AZO,AVB,AVY,BHGE,BLL,BAC,BK,BAX,BBT,BDX,BBY,BIIB,BLK,HRB,BA,BKNG,BWA,BXP,BSX,BHF,BMY,AVGO,BR,CHRW,COG,CDNS,CPB,COF,CPRI,CAH,KMX,CCL,CAT,CBOE,CBRE,CBS,CE,CELG,CNC,CNP,CTL,CERN,CF,SCHW,CHTR,CVX,CMG,CB,CHD,CI,XEC,CINF,CTAS,CSCO,C,CFG,CTXS,CLX,CME,CMS,KO,CTSH,CL,CMCSA,CMA,CAG,CXO,COP,ED,STZ,COO,CPRT,GLW,COST,COTY,CCI,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DAL,XRAY,DVN,FANG,DLR,DFS,DISCA,DISCK,DISH,DG,DLTR,D,DOV,DWDP,DTE,DRE,DUK,DXC,ETFC,EMN,ETN,EBAY,ECL,EIX,EW,EA,EMR,ETR,EOG,EFX,EQIX,EQR,ESS,EL,EVRG,ES,RE,EXC,EXPE,EXPD,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FITB,FE,FRC,FISV,FLT,FLIR,FLS,FLR,FMC,FL,F,FTNT,FTV,FBHS,BEN,FCX,GPS,GRMN,IT,GD,GE,GIS,GM,GPC,GILD,GPN,GS,GT,GWW,HAL,HBI,HOG,HRS,HIG,HAS,HCA,HCP,HP,HSIC,HSY,HES,HPE,HLT,HFC,HOLX,HD,HON,HRL,HST,HPQ,HUM,HBAN,HII,IDXX,INFO,ITW,ILMN,IR,INTC,ICE,IBM,INCY,IP,IPG,IFF,INTU,ISRG,IVZ,IPGP,IQV,IRM,JKHY,JEC,JBHT,JEF,SJM,JNJ,JCI,JPM,JNPR,KSU,K,KEY,KEYS,KMB,KIM,KMI,KLAC,KSS,KHC,KR,LB,LLL,LH,LRCX,LW,LEG,LEN,LLY,LNC,LIN,LKQ,LMT,L,LOW,LYB,MTB,MAC,M,MRO,MPC,MAR,MMC,MLM,MAS,MA,MAT,MKC,MXIM,MCD,MCK,MDT,MRK,MET,MTD,MGM,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MNST,MCO,MS,MOS,MSI,MSCI,MYL,NDAQ,NOV,NKTR,NTAP,NFLX,NWL,NFX,NEM,NWSA,NWS,NEE,NLSN,NKE,NI,NBL,JWN,NSC,NTRS,NOC,NCLH,NRG,NUE,NVDA,ORLY,OXY,OMC,OKE,ORCL,PCAR,PKG,PH,PAYX,PYPL,PNR,PBCT,PEP,PKI,PRGO,PFE,PCG,PM,PSX,PNW,PXD,PNC,RL,PPG,PPL,PFG,PG,PGR,PLD,PRU,PEG,PSA,PHM,PVH,QRVO,PWR,QCOM,DGX,RJF,RTN,O,RHT,REG,REGN,RF,RSG,RMD,RHI,ROK,ROL,ROP,ROST,RCL,CRM,SBAC,SLB,STX,SEE,SRE,SHW,SPG,SWKS,SLG,SNA,SO,LUV,SPGI,SWK,SBUX,STT,SYK,STI,SIVB,SYMC,SYF,SNPS,SYY,TROW,TTWO,TPR,TGT,TEL,FTI,TXN,TXT,TMO,TIF,TWTR,TJX,TMK,TSS,TSCO,TDG,TRV,TRIP,FOXA,FOX,TSN,UDR,ULTA,USB,UAA,UA,UNP,UAL,UNH,UPS,URI,UTX,UHS,UNM,VFC,VLO,VAR,VTR,VRSN,VRSK,VZ,VRTX,VIAB,V,VNO,VMC,WMT,WBA,DIS,WM,WAT,WEC,WCG,WFC,WELL,WDC,WU,WRK,WY,WHR,WMB,WLTW,WYNN,XEL,XRX,XLNX,XYL,YUM,ZBH,ZION,ZTS
MMM,1,0.779730684,0.903108715,0.772652475,0.9160908,0.919308563,0.845941722,0.762243021,-0.340851908,0.133416068,-0.278802004,0.929021709,0.944035823,0.939062156,0.138641912,0.469299599,0.889156431,0.947847552,-0.726542379,0.833594063,0.938503031,-0.546916281,-0.403985038,0.915169495,0.96596136,0.90258747,0.904929855,0.800618861,0.842896659,0.900754643,0.508084192,0.907791774,0.535578338,0.423901356,0.925229243,0.909161984,0.8014186,0.281515524,0.818957233,0.853905617,0.956624368,-0.551912044,0.927649017,0.873180278,0.863467738,0.934970266,0.943590848,-0.638070724,0.821230088,0.860286565,0.94011044,0.827274936,0.318931947,-0.25430153,0.880151697,0.884183606,0.858550599,0.651075966,0.889648218,0.866692729,0.282406215,0.739359125,0.96043367,-0.508936708,0.827630559,0.879624915,0.926971748,0.920362385,0.879027016,0.92535168,0.894601032,-0.111018916,0.936271681,-0.254390814,0.847394652,0.886953266,-0.156728902,0.536877588,0.866586657,0.944586465,0.389404188,0.954176245,0.859982347,0.849399666,-0.405445909,0.938062129,0.131579224,0.788003127,-0.324944238,-0.374546928,0.666982223,0.933430829,0.831504858,0.955205596,0.740090532,0.244895638,0.922213494,0.086221051,0.826054951,0.862052439,-0.651076029,0.32338829,-0.112661294,0.89225912,0.924072154,0.666878184,-0.750864576,0.953917307,0.79152486,0.892516133,-0.262839299,0.87713321,0.892175306,0.864347331,0.85585384,0.891556427,0.862072612,0.825741648,0.8871293,0.899432287,0.869491984,0.823104818,0.761113518,0.910912729,0.871045998,0.766852648,0.591230662,-0.01498235,0.91213797,0.935710679,0.903142939,0.840071207,0.922584747,0.830609825,-0.270267481,0.938719898,0.838892832,0.744670453,-0.3345157,0.928781736,0.919934224,0.882813982,-0.355685923,0.905498542,0.814622871,0.240792775,-0.570090555,0.849292594,0.912152337,0.785764865,-0.734450613,-0.752572504,-0.565596332,0.764455696,0.797975897,0.84479222,0.783071007,0.944151693,0.925914201,0.909071848,0.869454101,0.94345417,0.854168219,0.707324021,0.805930675,0.898028417,0.857333786,0.704877266,0.863526719,0.902590492,0.69448205,0.832062973,0.512637443,0.726405273,0.917292794,0.582181232,0.841969993,0.845738602,0.00060648,0.907135561,0.903127906,0.833886692,0.718077597,0.868229523,0.758688008,0.006518893,0.623832333,0.93474491,0.727736073,0.202749888,0.923837463,0.920317704,0.860337536,0.556532207,0.922003097,0.905972511,0.765201732,0.784021492,-0.573906077,-0.421891325,0.682673279,-0.211900622,-0.635963566,0.644355733,0.800118188,0.802484211,-0.45273593,-0.418591587,-0.269888614,0.765352675,0.895641664,0.952773977,-0.458836563,0.163816052,0.822785889,0.689891182,-0.474198598,0.918590806,0.822127306,0.30666145,0.317004529,-0.152439647,-0.342519806,-0.486893694,0.908524018,0.907258855,0.861560736,0.667868629,-0.493867084,-0.267600317,0.525923125,0.755331601,-0.542850642,0.839647057,0.85894001,0.324147452,0.720995803,0.921819809,0.955855025,0.623830165,0.461670512,0.859156716,0.867556011,0.882549607,0.958560887,0.8815087,0.898595774,0.985261094,0.57528354,0.906330458,0.845496387,0.931321981,0.043694048,0.314655516,0.808995839,0.694358194,0.925808655,0.84178649,0.862996653,-0.042088961,0.889940166,0.874241426,0.835843022,0.879845365,0.598774732,0.876706375,0.680313108,0.451450062,0.949577382,0.492485698,0.920961901,0.557594597,0.342184069,0.460976335,0.858141659,0.721027484,0.562796275,-0.384405132,-0.635088857,0.950545099,0.332912529,-0.085248951,-0.143042085,-0.568392971,0.949413328,0.9100679,0.952489897,0.404109356,0.655713499,0.772616271,0.712958551,0.837621807,0.267445567,0.745137794,0.958217448,0.795984538,0.847304769,0.663742807,0.900434534,-0.197646166,-0.741712972,-0.527131775,0.768342548,0.924562985,0.961095198,0.831124946,0.93035162,0.83471891,-0.741901352,0.781299818,0.918605508,0.925774566,-0.599371172,0.810044456,0.67070883,0.661434388,0.974156115,0.804089967,0.936625701,0.635982576,0.871659054,0.826377017,0.7365221,0.256250745,0.675905359,0.840789096,0.879361982,0.865421777,-0.654764451,0.81756675,0.888622867,-0.585628478,0.886742816,-0.566034566,0.739734233,0.674736736,0.788630302,-0.077015543,-0.32421975,0.775582164,-0.071467373,0.047537754,0.914110026,-0.533823773,0.708585539,0.877549234,-0.695983509,-0.377542134,0.804276267,0.908033534,0.948893634,0.53288224,0.24466007,0.837292988,0.912257983,0.540388038,-0.097931461,0.524639371,0.57087412,0.896674577,0.788656972,0.931248458,0.92731788,0.912596504,0.842210161,0.476234296,0.894320851,0.921954528,0.883093064,-0.780167562,0.778683063,0.247078942,0.769046831,0.729906806,0.90557554,-0.005265866,0.926432464,-0.469972599,0.744593473,0.548354353,0.834693703,0.757439551,0.874242492,0.939223828,0.849230044,0.885678841,0.5004465,0.88976694,0.472271204,0.569820247,0.447399182,-0.047519079,0.918919158,0.908524984,0.943402407,0.696925683,0.819816689,0.459692995,-0.059140468,0.86382556,0.928241216,0.862059387,0.513200714,0.930920042,0.891586692,0.91754891,0.837619325,0.912488587,0.805662779,0.871069573,-0.621771441,0.201541378,0.388468012,0.871551411,0.935288412,0.221173418,0.756833237,-0.010782117,0.688914969,0.766960153,0.907940641,0.910793879,0.975398457,0.671152708,0.823905775,0.93456155,0.90772278,0.789726728,0.782466754,0.521051321,0.942575706,0.871577802,0.740587921,0.919102262,0.703528523,0.303956386,0.922788731,-0.555735159,0.93854058,0.805262676,0.888856279,0.515245664,-0.428657075,0.709943024,0.943651261,0.88237108,-0.102304508,0.861685695,0.958624833,-0.865875508,0.348569501,0.363746824,0.835083135,0.834280427,0.744192348,0.921199771,-0.703185318,-0.826819028,0.7541192,0.687959978,0.910826433,0.892194382,0.764044025,0.793510753,0.327164211,0.825872073,0.527000588,0.771159108,0.902120484,-0.079147394,0.820040152,0.808016298,0.720308255,0.721485708,-0.788349761,0.88078469,0.318925089,0.810271085,0.778957119,0.149847845,0.64755823,0.942839041,0.961503012,0.89680185,0.861466393,0.771463393,0.497673826,0.095823814,0.754069333,0.784352761,0.777219769,0.221533347,-0.385998533,0.940309706,0.091296107,0.917121155,-0.01660895,0.873165143,0.922101434,0.905048706,0.715835105,0.867095796,0.8777091
ABT,0.779730684,1,0.904922195,0.915722437,0.873265729,0.808286399,0.937289451,0.811061228,-0.108619497,0.522049891,-0.278265031,0.879271068,0.867145056,0.869549463,0.453246161,0.169712306,0.582537543,0.801702883,-0.470210594,0.901761771,0.824204253,-0.512514634,-0.271549533,0.741775471,0.849505129,0.829590167,0.836255257,0.438782336,0.90026164,0.815736626,0.243028069,0.758919684,0.778780958,0.006502256,0.88353661,0.741038272,0.750105168,0.362404996,0.92792757,0.874350854,0.880089812,-0.26952993,0.859767634,0.930622249,0.962483601,0.881232756,0.695050142,-0.580910413,0.628620411,0.935205447,0.708863184,0.840493137,0.551687878,-0.267418803,0.909554198,0.930485836,0.680486612,0.193919704,0.904229808,0.920709966,0.268408973,0.558546923,0.813015065,-0.520827852,0.76468076,0.860662104,0.811422078,0.876056451,0.845458518,0.886560196,0.893240407,0.161907809,0.823682886,0.04557666,0.950599101,0.777228866,0.006200398,0.386531397,0.852137038,0.775077043,0.257688975,0.763345864,0.907937409,0.863985448,-0.264204641,0.877868104,-0.338878172,0.801453384,-0.100991268,-0.576287303,0.709584909,0.74919511,0.837149592,0.837860994,0.887839689,0.001063932,0.84731513,-0.237060435,0.951914044,0.710619495,-0.502107473,0.316156418,0.365861826,0.855549976,0.647179508,0.658041166,-0.382020334,0.648248144,0.771405808,0.844546497,-0.521053653,0.657977851,0.907411973,0.937472252,0.811206014,0.762410134,0.880565064,0.726756696,0.928852237,0.743896188,0.793806903,0.834121938,0.315571013,0.642981099,0.843354483,0.490051812,0.489196053,0.404109043,0.664028093,0.778345663,0.882852075,0.898975198,0.830854391,0.900595245,-0.460255153,0.862071326,0.916893626,0.569747065,-0.311866701,0.800978237,0.801003341,0.87899098,-0.173617003,0.889795071,0.804628492,-0.3239817,-0.386557379,0.756068231,0.694495967,0.773297204,-0.420936552,-0.475356508,-0.700245518,0.860500378,0.606100199,0.539438674,0.838328684,0.730799531,0.79037418,0.726441285,0.69802709,0.791228175,0.895965643,0.729710996,0.753611343,0.672676424,0.914996121,0.313923275,0.816938245,0.747033373,0.775159482,0.799490335,0.623470208,0.42500744,0.664647787,0.527922562,0.717373684,0.923396354,0.565092587,0.754826827,0.678753645,0.874520888,0.503460266,0.909540763,0.703165713,-0.057755303,0.819327011,0.742737987,0.779773229,-0.00744488,0.84499092,0.884521627,0.781730645,0.793003774,0.766880549,0.855122071,0.883084033,0.881066356,-0.376999682,-0.316962899,0.681629083,-0.268264907,-0.596671145,0.922202048,0.903899354,0.354462765,-0.449745079,-0.265783193,0.035298275,0.837091585,0.888380981,0.749592933,-0.831729813,-0.305126226,0.722227872,0.620307026,-0.234580083,0.839374368,0.679062624,-0.144406125,0.669279014,-0.238742322,-0.380780893,-0.567082758,0.899322389,0.679701985,0.657980819,0.896739495,-0.418952048,-0.131567524,0.288841648,0.51524617,-0.219615133,0.762689897,0.89910732,0.755358531,0.547819306,0.862230828,0.879946657,0.561241708,0.625451637,0.909570423,0.917876046,0.857533782,0.787066373,0.872759925,0.811805193,0.743755537,0.931189409,0.863623973,0.885717648,0.85847121,-0.131738378,-0.013264994,0.601016577,0.536303096,0.702937595,0.948347592,0.94101015,-0.258552306,0.768061593,0.930478735,0.613877076,0.89538794,0.646584142,0.864299449,-0.593608649,0.065928382,0.792111033,0.083899661,0.88947761,0.551311366,0.488446505,0.181329331,0.790376582,0.935774091,0.210701564,-0.584396962,-0.418769548,0.782584323,0.743152492,-0.672940925,-0.102741094,-0.612110235,0.842956389,0.83707111,0.803980108,0.958501582,0.30164707,0.55744327,0.847145688,0.689488778,0.223694317,0.384405839,0.809265726,0.687201442,0.83652147,0.755988397,0.808878699,-0.337753952,-0.352351781,-0.222862207,0.920578309,0.889920398,0.83543267,0.518657115,0.639427869,0.954634124,-0.863135745,0.822242953,0.872490098,0.838341762,-0.492102713,0.769425048,0.753143131,0.572308783,0.802446616,0.552864481,0.756463439,0.758265563,0.928900739,0.593059655,0.294072629,-0.22795899,0.467256352,0.699644415,0.9353072,0.800182556,-0.277405917,0.90909026,0.912848591,-0.407274745,0.81822928,-0.322519451,0.77008469,0.895836088,0.912480763,-0.510478852,-0.550874445,0.477650159,0.091394651,0.170855175,0.883264295,-0.808986274,0.818605341,0.671012004,-0.532345528,0.046986783,0.910129113,0.854659917,0.788914604,0.493395397,0.608826096,0.714818053,0.863160547,0.588990694,0.204473121,0.171000415,0.643485699,0.83444637,0.629948719,0.775141988,0.782513003,0.823223982,0.950272903,0.424736338,0.684269728,0.71901181,0.939786577,-0.531859179,0.917609474,-0.239055251,0.314570462,0.845917175,0.675482066,-0.036880573,0.838910891,-0.043370698,0.620459515,0.125884373,0.572250829,0.53320879,0.931793578,0.839849463,0.636716003,0.875820917,0.306394873,0.813454372,0.593831203,0.62701566,0.37438439,0.129784241,0.734815664,0.834155514,0.81904879,0.499710504,0.937205104,0.199318476,-0.05455868,0.837948413,0.829462249,0.946998669,0.81950087,0.820240807,0.919158021,0.928482913,0.854181745,0.808431757,0.937488372,0.928536082,-0.653292926,0.460760751,0.120308958,0.775718537,0.905881372,0.205252428,0.589814174,-0.029324866,0.545072026,0.45436081,0.702142554,0.90779052,0.726521551,0.535963486,0.684252838,0.877876972,0.845736542,0.887328567,0.379403499,0.353929201,0.881283448,0.840256244,0.880266742,0.90433201,0.608840799,0.556248166,0.831697154,-0.399969093,0.870975501,0.885329393,0.933947558,0.74670044,-0.027226113,0.828405862,0.827378699,0.912712358,0.173921764,0.901386758,0.768469201,-0.529487982,0.765067288,0.782343673,0.499247393,0.723648505,0.529841637,0.774099581,-0.564528827,-0.485869429,0.910364465,0.754145042,0.915157102,0.716470291,0.728014704,0.81530799,0.346606867,0.461535299,0.856577967,0.877287024,0.89857139,-0.110073306,0.909877382,0.90864165,0.74890614,0.912530239,-0.590267397,0.929640716,0.086603373,0.478975872,0.85277062,0.021356855,0.660630875,0.845349352,0.840291471,0.754309717,0.90689335,0.700759783,0.352457017,0.045651344,0.554374841,0.582294883,0.581811092,-0.186340834,-0.156863552,0.854970518,0.160357901,0.755170784,0.012937645,0.864639269,0.863656769,0.909240491,0.517985844,0.823499054,0.946379022
ABBV,0.903108715,0.904922195,1,0.877606322,0.916705374,0.888755913,0.917403374,0.736664718,-0.301953337,0.29993697,-0.202185848,0.923875536,0.924576498,0.920752769,0.360860717,0.223280965,0.730255289,0.866246536,-0.586393746,0.9158327,0.861177007,-0.596381868,-0.332097265,0.799570602,0.916854567,0.882936348,0.889731269,0.565546425,0.893643174,0.82453131,0.394424418,0.794917528,0.697877396,0.220683825,0.894314231,0.802185221,0.826564009,0.31111633,0.924541387,0.855181114,0.936243028,-0.370456744,0.907894891,0.943759709,0.916002536,0.897467496,0.850601554,-0.612328673,0.660371471,0.895404431,0.87370581,0.90243909,0.430133411,-0.276694843,0.957953333,0.918080639,0.733538217,0.392110472,0.902685835,0.883139904,0.240470348,0.558043051,0.9269998,-0.52992662,0.729001719,0.91573135,0.906567284,0.92249566,0.909320768,0.910010737,0.926792013,0.01980511,0.952576076,-0.106547274,0.944631289,0.846580731,-0.006912696,0.3964284,0.827590058,0.889590368,0.353695249,0.846281097,0.908155756,0.888331849,-0.296886892,0.915789176,-0.177785014,0.84687186,-0.125482506,-0.520733898,0.677222996,0.851099873,0.908737198,0.930994748,0.874537131,0.034617721,0.91116878,-0.138321907,0.894284449,0.768158963,-0.632232217,0.320735542,0.163287247,0.928603794,0.755480786,0.698649505,-0.585178716,0.786798054,0.710040001,0.857455763,-0.393166082,0.736995715,0.918956117,0.920623562,0.88053312,0.872392159,0.878076519,0.712655477,0.918183911,0.7786919,0.792847343,0.87905641,0.496302036,0.727614846,0.909185227,0.623301837,0.586899252,0.233180419,0.760357306,0.877217439,0.870639414,0.908930034,0.843561879,0.849470992,-0.353271173,0.897010932,0.871138232,0.679745653,-0.381448437,0.915444477,0.860139671,0.868600245,-0.219304495,0.937823071,0.800338282,-0.048552874,-0.451958043,0.840288935,0.773786781,0.834346859,-0.603915474,-0.643059,-0.691942118,0.832776018,0.756954931,0.629636096,0.83758692,0.867518608,0.823146131,0.788816992,0.727475969,0.896056023,0.932464662,0.82415931,0.794686771,0.843344965,0.866882537,0.427127677,0.832656639,0.858055119,0.783918105,0.794132116,0.612833832,0.524518828,0.775322779,0.47170798,0.720119935,0.941803725,-0.407276267,0.783919037,0.765732286,0.844602532,0.547593054,0.901232341,0.734068163,-0.0278098,0.736539017,0.870410595,0.791437386,0.016894554,0.930871944,0.909244683,0.885824052,0.664349026,0.835746472,0.877270888,0.882513164,0.885297202,-0.476973324,-0.30846112,0.717245206,-0.304937625,-0.582824212,0.776389242,0.892135539,0.588283934,-0.447346748,-0.283643091,-0.034589578,0.822370557,0.875913741,0.868620939,-0.710646274,-0.109638032,0.816315109,0.634099014,-0.313571609,0.892459161,0.791371202,0.0427357,0.552730966,-0.133488655,-0.371008521,-0.541562185,0.935692613,0.820242341,0.721537317,0.762641507,-0.581511474,-0.151679868,0.284822607,0.552289674,-0.354685844,0.839803928,0.933221838,0.61224757,0.582868769,0.907909312,0.926158966,0.536708345,0.587883687,0.904223058,0.892129148,0.899149078,0.883390674,0.88142028,0.843539347,0.884597071,0.767010109,0.861549033,0.919533658,0.896580175,-0.009697121,0.076315011,0.738678157,0.567290995,0.793391407,0.907602403,0.920986266,-0.097324219,0.920948341,0.893377292,0.697108867,0.880718387,0.639633927,0.931958161,0.627476083,0.222365985,0.845663251,0.250698824,0.934814206,0.491899132,0.466790857,0.269447658,0.857496439,0.834184223,0.30329011,-0.551369612,-0.532776006,0.888835907,0.58959008,-0.466987785,-0.170910933,-0.602804783,0.915504373,0.904236589,0.925674254,0.723157134,0.437950851,0.728765757,0.723497883,0.790872648,-0.151153597,0.655915623,0.903595229,0.770141317,0.835074845,0.803310643,0.890776547,-0.27712282,-0.521951269,-0.338034209,0.886972999,0.960572604,0.898555147,0.66990158,0.807210438,0.923115361,-0.821693691,0.754593547,0.932626788,0.876725368,-0.525918106,0.739275832,0.620427604,0.647817967,0.888965753,0.724495917,0.878543344,0.78175661,0.913628984,0.655523515,0.55172883,-0.046427173,0.53152398,0.783583966,0.962156945,0.88373579,-0.464745912,0.86353274,0.926103383,-0.464864909,0.85810991,-0.403718823,0.880065158,0.820842511,0.89762049,-0.382520922,-0.451653537,0.64229523,0.104598997,0.208414862,0.895783124,-0.692767238,0.766849597,0.74222718,-0.583386181,-0.169854612,0.861686163,0.915192792,0.904978872,0.516693911,0.468417037,0.802795678,0.931495763,0.519119914,0.13813679,0.273059085,0.634617115,0.862868911,0.741856531,0.886759983,0.879934029,0.862794682,0.940532508,0.514081068,0.825487898,0.772684238,0.916736165,-0.619201105,0.820266035,-0.088210834,0.494586437,0.845503143,0.741682155,0.019183594,0.92616628,-0.185865332,0.683583501,0.232449505,0.715907581,0.547872016,0.917338704,0.892521604,0.753958878,0.883787959,0.363845561,0.916598991,0.665435258,0.631118931,0.438803659,0.071835234,0.813114208,0.909266025,0.918587427,0.524192594,0.921350257,0.264721654,-0.128097864,0.900836662,0.860917128,0.912783024,0.701220855,0.900090732,0.905770021,0.937493755,0.846948388,0.86832585,0.88991155,0.935823094,-0.593946057,0.412942512,0.260694097,0.782811844,0.927053576,0.146762606,0.671509984,-0.069855193,0.582443393,0.558759097,0.773664499,0.941413033,0.877434345,0.554433069,0.837392935,0.91993259,0.913636111,0.889544847,0.557023155,0.529450358,0.9212641,0.858702918,0.90972573,0.938488138,0.68726945,0.461731657,0.936224729,-0.430337459,0.938126743,0.894247238,0.921256856,0.680904529,-0.172369926,0.74416812,0.900055466,0.926515489,0.010059087,0.892207975,0.870927175,-0.695505389,0.575821952,0.590018716,0.695956589,0.717904709,0.565249756,0.839823084,-0.650545931,-0.61693004,0.850114669,0.638741096,0.918455625,0.815646662,0.825915007,0.813215011,0.313624925,0.664163522,0.754412931,0.885406153,0.936556449,-0.184891407,0.86208436,0.863228424,0.701638629,0.842947378,-0.686658767,0.91799939,0.102945777,0.641810448,0.845861758,-0.027543633,0.593403959,0.888342419,0.919668645,0.79267073,0.873842365,0.76611194,0.288471107,0.128543356,0.656781278,0.765217733,0.747001815,0.004861708,-0.247316937,0.919075551,0.225210436,0.797464871,0.017633877,0.85551379,0.931010144,0.912448168,0.573201163,0.894631891,0.929377917
